YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score
49L5T59RDKc,00:06:01.080,00:06:03.040,"The video clip shows a man wearing a suit and tie, standing in a dark room. He appears to be looking at the camera with a serious expression.",8.4921875
SXvxJELpD4w,00:00:01.240,00:00:02.280,The video clip shows a group of musicians performing on a boat. They are playing instruments and singing while standing on the deck of the boat. It appears to be a live performance.,8.4921875
Kq3M09qTDDM,00:02:48.702,00:02:50.070,"The video clip shows a man wearing a hat, sunglasses, and a jacket who is swimming in the water. He is holding a banana and appears to be having a good time.",8.4921875
fAgvmh1jaCE,00:03:03.266,00:03:05.811,The video clip shows a group of dolls dressed in sunglasses and wearing hats. They are standing on a stage and seem to be posing for a photo shoot. It appears to be a fun and playful scene.,8.4921875
Qd3IxeZbBvU,00:06:01.160,00:06:05.320,The video clip shows a group of people dressed in suits standing on a stage. They are all wearing sunglasses and seem to be having a good time. It appears to be a fun and lively atmosphere.,8.4921875
BQG9kUe-R18,00:00:13.200,00:00:18.480,"The video clip shows a man wearing a suit and tie, dancing in front of a body of water. He appears to be having a good time and seems to be enjoying himself.",8.4921875
_Ca5QoXSe18,00:02:55.175,00:02:58.136,The video clip shows a man playing the guitar while sitting on a wooden bench next to a river. He is wearing headphones and appears to be enjoying the peaceful surroundings.,8.4921875
NQLbCmnTe88,00:01:26.353,00:01:26.854,The video clip shows a bunny dressed in a suit walking down a street. The bunny is wearing a suit and appears to be dancing.,8.4921875
5SKtPpoLsGE,00:00:10.633,00:02:36.900,The video clip shows a woman preparing a delicious meal on a table. She is seen cutting vegetables and arranging them on a plate. The meal appears to be vegetarian and looks very appetizing.,8.4921875
ZryvSPFPaDo,00:04:44.033,00:04:46.033,"The video clip shows a young boy wearing a crown and a green shirt, sitting at a table with a large donut. He is playing with the donut and seems to be having a lot of fun.",8.4921875
Fw8nfhhMWso,00:03:45.500,00:03:47.800,The video clip shows a group of men swimming in a pool together. They are all shirtless and appear to be having a good time. It seems to be a fun and enjoyable activity for them.,8.4921875
FxUzuzTjjsI,00:02:23.033,00:02:28.033,The video clip shows a classic car parked on the grass. The car appears to be old and has a red and white color scheme. It seems to be a vintage vehicle that has been preserved well.,8.4921875
dzQlIS0Y9Pk,00:03:09.920,00:03:12.080,The video clip shows a man dressed in a costume and holding a giant doughnut while walking down the street. He seems to be having a lot of fun and enjoying the day.,8.4921875
B5sMJtXcZTo,00:08:36.640,00:08:38.120,The video clip shows a cartoon character named Winnie the Pooh holding a bouquet of red roses. He is standing in a field surrounded by flowers.,8.4921875
q07dm6lPs2k,00:00:41.600,00:00:42.200,The video clip shows a cartoon character standing in front of a group of skeletons. The character is wearing a purple shirt and is surrounded by the skeletons.,8.4921875
aw_cmzF_uZY,00:03:15.070,00:03:16.029,The video clip shows a group of people dressed in traditional costumes performing a dance on a stage. They are dressed in colorful outfits and seem to be having a lot of fun while dancing. It appears to be a lively and energetic performance.,8.4921875
kQBHmCGXE8A,00:06:11.600,00:06:20.680,The video clip shows a man wearing a suit and sunglasses walking down a busy street while talking on his phone. He is dressed in a blue suit and appears to be a businessman.,8.4921875
Mn7y6WEX0yI,00:01:49.560,00:01:53.240,The video clip shows a group of men dancing together in a room. They appear to be having a good time and enjoying each other's company.,8.4921875
GHTp6lPDW0M,00:08:59.907,00:09:02.409,The video clip shows a man standing on a boat and holding a fish. He is wearing a yellow shirt and appears to be celebrating his catch.,8.484375
0UV49yKVtqM,00:01:02.840,00:01:05.720,The video clip shows a group of people dancing and having fun on a bus. They are dressed in colorful outfits and appear to be enjoying themselves.,8.484375
vzc0WtdcpN0,00:07:24.010,00:07:28.081,The video clip shows an elderly woman wearing a straw hat and standing by a river. She seems to be enjoying the scenery and taking in the fresh air.,8.484375
ETtw_wfACJY,00:10:12.400,00:10:12.900,The video clip shows a man jumping into a pool filled with colorful candy. He appears to be having a lot of fun as he splashes around in the water.,8.484375
ftlALwPaQVE,00:01:08.750,00:01:11.167,The video clip shows a person standing under an umbrella on a bridge during a rainy day. The person is holding an umbrella to protect themselves from the rain.,8.484375
6Snw7kieYjw,00:02:06.893,00:02:09.696,The video clip shows a group of people gathered in a beautiful garden. They seem to be enjoying the scenery and each other's company. It appears to be a peaceful and relaxing environment.,8.484375
bsiyu50-1Do,00:00:20.560,00:00:22.480,The video clip shows a man wearing a green vest and sunglasses dancing on a stage. He is accompanied by a group of people who are also dancing. The setting appears to be a nightclub.,8.484375
zaaoFbNsyf4,00:01:45.981,00:01:48.233,"The video clip shows a group of men wearing hats and ties, sitting at a table and drinking wine. They are dressed in formal attire and seem to be enjoying their time together.",8.484375
F57P9C4SAW4,00:02:46.833,00:02:48.835,The video clip shows a man dressed in a colorful outfit standing in front of a table filled with candy. He is wearing sunglasses and appears to be posing for the camera.,8.484375
KdegcD6NBUA,00:10:06.500,00:10:07.000,The video clip shows a bakery filled with a variety of doughnuts that are covered in chocolate and sprinkles. The doughnuts are arranged on a tray and are ready to be sold.,8.484375
H1kqz532BdI,00:02:55.075,00:02:56.510,The video clip shows a group of musicians playing instruments and singing in a room. The lead singer is wearing a black sweatshirt and is seen singing into a microphone. The rest of the band members are also playing their instruments and singing along with the lead singer.,8.484375
Mx0pImLptqg,00:02:37.532,00:02:38.658,The video clip shows a group of people dancing together in a line. They appear to be having a good time and enjoying each other's company.,8.484375
0drXEIEE008,00:00:32.167,00:00:35.750,"The video clip shows a small wooden cabin nestled in the woods, surrounded by trees and bushes. The cabin appears to be in a state of disrepair, with the roof covered in moss and the windows covered in vines. It seems like the cabin has been abandoned for quite some time.",8.484375
gLqZniX2Xc4,00:05:41.800,00:05:45.867,The video clip shows a man standing on a baseball field and throwing a ball. He is wearing a baseball cap and appears to be practicing his throwing skills.,8.484375
5VsxEM1nW18,00:03:42.533,00:03:43.233,"The video clip shows a cartoon-like animation of a bakery. The bakery is filled with various baked goods, including bread, pastries, and cakes. There are also a few people working in the bakery.",8.484375
RYnFIRc0k6E,00:01:13.448,00:01:14.408,The video clip shows a group of people dancing on a stage with disco balls in the background. They appear to be having a good time and enjoying themselves.,8.484375
S16C9Uddrzc,00:08:14.567,00:08:16.267,The video clip shows a man swimming in a frozen lake while eating a doughnut. He seems to be enjoying his time in the freezing water.,8.484375
Cb24kLd459Y,00:02:10.339,00:02:12.424,The video clip shows a man wearing a tank top and tattoos on his arms. He is standing in a dark room and appears to be dancing.,8.484375
aeLEXxVTIEQ,00:07:05.880,00:07:12.000,The video clip shows a man dancing on a train. He is wearing a colorful outfit and appears to be having a good time.,8.484375
RfNkSY26_8E,00:03:12.484,00:03:13.902,The video clip shows a man standing in front of a green truck in a garage. He is wearing a hat and has a beard. The truck is parked in the garage and the man is posing in front of it.,8.484375
TmlgOB3mP68,00:00:55.055,00:00:56.932,The video clip shows a man sitting in a chair and playing a guitar. He is wearing a cap and appears to be enjoying himself while playing the instrument.,8.484375
FxUzuzTjjsI,00:01:13.033,00:01:18.033,The video clip shows a vintage car parked in a parking lot. It appears to be a classic car with a convertible top. The car is parked in the middle of the parking lot and there are other cars parked around it. There is no other information provided in the description.,8.484375
VMAHVJ6tvSM,00:00:21.555,00:00:23.223,"The video clip shows a man wearing a crown and holding a crystal ball. He appears to be a king or a ruler, and the crystal ball is a symbol of his power and authority.",8.484375
bY8bEaJp3x8,00:03:37.000,00:03:38.840,The video clip shows a group of people dressed in colorful outfits dancing together in a room. They seem to be having a lot of fun and enjoying themselves. It appears to be a celebration or a cultural event.,8.484375
rLU1ft9QAS8,00:09:57.865,00:10:17.351,The video clip shows a woman wearing a bikini standing on a balcony and holding a glass of juice. She is surrounded by a group of people who are also holding glasses of juice.,8.484375
V45j7rhpzBc,00:02:39.076,00:02:41.661,The video clip shows a shirtless man standing in the water while holding a surfboard. He is wearing a cap and appears to be preparing for a surfing session.,8.484375
2Q8L_2Bdvlk,00:00:38.160,00:00:39.200,The video clip shows a man wearing a green suit and a bow tie standing on a red carpet. He appears to be posing for a photo shoot.,8.484375
ZpUYjpKg9KY,00:00:22.356,00:00:24.691,"The video clip shows two men standing on a stage, one of them is wearing a red hat and the other is wearing a white hat. They appear to be dancing and having a good time.",8.484375
FiXCxfWWwPo,00:00:43.627,00:00:46.171,The video clip shows a group of children running on the beach and playing with surfboards. They seem to be having a lot of fun and enjoying their time at the beach.,8.484375
QK8mJJJvaes,00:02:56.843,00:02:59.096,The video clip shows a group of people dancing together in a nightclub. They are all dressed in colorful clothing and appear to be having a good time. The atmosphere of the club is lively and energetic.,8.484375
js883Nj80Vg,00:01:19.333,00:01:23.167,The video clip shows a man playing the drums while wearing headphones. He is dressed in a black shirt and appears to be focused on his performance.,8.484375
NW7qdc1CATQ,00:01:22.042,00:01:58.667,The video clip shows a cartoon animation of Jesus and his disciples walking in the desert. The animation depicts the story of Jesus feeding the 5000 people with five loaves of bread and two fish.,8.4765625
5IZeVgML1aM,00:02:18.533,00:02:23.533,"The video clip shows a cute bunny character dressed in a blue shirt and holding a basket of vegetables. It appears to be a children's storybook illustration, depicting a rabbit in a garden surrounded by various fruits and vegetables.",8.4765625
bsiyu50-1Do,00:00:41.360,00:00:42.400,"The video clip shows a man wearing a green vest and a mask, standing in a room with a chandelier hanging from the ceiling. He is also wearing green glasses.",8.4765625
st8xWyMZXOU,00:00:30.440,00:00:32.040,The video clip shows a man wearing sunglasses and a hat performing on stage. He is dancing and making gestures with his hands.,8.4765625
v6qx3ZQR-zA,00:00:56.040,00:00:59.040,"The video clip depicts a religious scene where a group of people dressed in white are standing in front of a painting of Jesus. They appear to be in awe of Jesus, and there is a sense of reverence and devotion in the air.",8.4765625
z6RJtrz-K7E,00:00:27.880,00:00:29.240,The video clip shows a group of people dancing in a parking lot in front of a yellow bus. They are dressed in colorful outfits and appear to be having a good time.,8.4765625
WTO7-CQPjdY,00:10:04.680,00:10:05.280,The video clip shows a man dressed in a monkey costume standing next to a red car. He appears to be having fun and enjoying himself.,8.4765625
QhxPBrxxaqc,00:03:02.391,00:03:03.809,The video clip shows a group of people having fun in the park. They are playing with bubbles and laughing together. It appears to be a joyful and carefree moment captured in the video.,8.4765625
K0HOW_pL7kY,00:01:07.000,00:01:08.760,The video clip shows a man dancing in a room with a car in the background. The man is wearing a pink suit and is dancing in front of a pink car.,8.4765625
NIGMUAMevH0,00:02:47.634,00:02:50.070,"The video clip shows a group of musicians dressed in suits and ties performing on stage. They are playing various instruments, including a trumpet and a saxophone. The musicians are dressed in suits and ties, and they seem to be having a great time performing together.",8.4765625
RFM9STAYI2g,00:05:35.080,00:05:37.240,The video clip shows a group of bears celebrating a birthday. They are gathered around a table with a cake that has candles on it. The bears seem to be enjoying themselves and having a good time.,8.4765625
3W1wZXsCqbA,00:03:40.053,00:04:37.194,The video clip shows a man wearing a colorful outfit and standing in front of a house. He is holding a pair of shoes in his hand and talking to the camera.,8.4765625
oYZYbTEKedY,00:04:31.872,00:04:33.673,The video clip shows a man standing in a kitchen and talking to the camera. He is wearing a red cap and appears to be preparing food.,8.4765625
Ox9FKg3YfK8,00:07:04.067,00:07:06.867,The video clip shows a man preparing a dish in a kitchen. He is cutting up some fruits and vegetables and mixing them together to make a delicious meal.,8.4765625
2EGuVKx_MXA,00:08:18.732,00:08:20.600,The video clip shows a man wearing a yellow shirt and a cap who is standing in front of a yellow container. He seems to be talking and gesturing with his hands.,8.4765625
St64f3emISE,00:04:10.792,00:04:11.835,The video clip shows a group of people dancing together in a nightclub. They appear to be having a good time and enjoying themselves. It seems to be a lively and energetic atmosphere.,8.4765625
Ug88HO2mg44,00:00:56.348,00:00:58.725,The video clip shows a young man with a smile on his face. He is wearing a tie and appears to be posing for a picture. It seems like he is happy and enjoying the moment.,8.4765625
oMh6yAM_URI,00:00:08.000,00:00:19.200,The video clip shows a cartoon character wearing a suit and smoking a cigar while talking on the phone. It appears to be a scene from a cartoon.,8.4765625
_hvZtdc772M,00:13:14.083,00:13:16.708,The video clip shows a sandwich being cut into two halves using a knife. The sandwich appears to be a grilled sandwich with ham and lettuce.,8.4765625
bLF90M96m2Q,00:03:00.520,00:03:03.560,"The video clip shows a group of people dressed in colorful costumes and dancing in a parade. They are accompanied by confetti and balloons, creating a festive and lively atmosphere. The people in the parade seem to be having a great time and enjoying themselves.",8.4765625
RYnFIRc0k6E,00:02:15.010,00:02:16.470,The video clip shows a man wearing a red hat and sitting on a chair. He is surrounded by a group of people who are also wearing red hats. The setting appears to be a dance studio.,8.4765625
PTS0L2J3lAg,00:03:21.868,00:03:25.038,The video clip shows a group of children running on the beach and having fun. They are all wearing matching shirts and appear to be enjoying their time together.,8.4765625
2RIRICU2ayw,00:09:59.474,00:10:09.734,The video clip shows a group of people dancing together in a room. They are all wearing colorful outfits and appear to be having a good time. It seems to be a fun and energetic dance routine.,8.4765625
5Wgci4oyorI,00:02:05.402,00:02:06.407,The video clip shows a man wearing a white suit and a hat performing on a stage. He is accompanied by a band and is singing into a microphone. It appears to be a musical performance.,8.4765625
9tdpHG3M3II,00:01:11.800,00:01:12.440,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company. It seems like they are at a party or celebration.,8.4765625
4TubvY49MuY,00:03:43.600,00:03:47.240,The video clip shows a shirtless man standing on a balcony with a view of the city in the background. He is wearing a necklace and appears to be posing for the camera.,8.4765625
1OwYfxN_QNI,00:04:54.767,00:04:56.767,The video clip shows a young boy wearing a crown and a green shirt. He is sitting at a table with a large loaf of bread in front of him. The boy seems to be enjoying his meal.,8.4765625
HGdPOt37NFw,00:03:53.200,00:03:55.680,"The video clip shows a group of children playing basketball on a basketball court. They are having fun and enjoying themselves while playing the game. The children are of different ages and sizes, and they seem to be enjoying each other's company.",8.4765625
WAKPo9s-zfg,00:02:33.111,00:02:34.237,The video clip shows a man dressed in a costume walking down a street at night. He is wearing a red suit and appears to be dancing as he walks.,8.46875
vzc0WtdcpN0,00:08:14.894,00:08:17.830,The video clip shows an elderly woman wearing a straw hat and standing in front of a river. She appears to be enjoying the outdoors and taking in the natural surroundings.,8.46875
p-X4v2s2fio,00:02:06.426,00:02:23.944,"The video clip shows a beautiful anime girl standing in front of a cherry blossom tree. She is wearing a yellow dress and has long black hair. The cherry blossom tree is in full bloom, and the girl is surrounded by pink flowers.",8.46875
xbYxR3RsNx8,00:18:58.575,00:19:00.587,The video clip shows a close-up view of a purse that has been embroidered with flowers. The purse is placed on a table and appears to be a handmade item.,8.46875
2EdGFwH6u5c,00:02:10.163,00:02:16.737,The video clip shows a cartoon depiction of Jesus and his disciples walking in the desert. It appears to be a scene from a religious animated movie.,8.46875
Q3qIWRXcw2Q,00:04:00.824,00:04:02.242,"The video clip shows a group of children playing together on a playground. They can be seen jumping, running, and laughing as they enjoy their time outdoors. The children seem to be having a great time together.",8.46875
BQG9kUe-R18,00:01:05.720,00:01:06.480,"The video clip shows a man wearing a suit and bow tie, dancing in front of a body of water. He appears to be having a good time and enjoying himself.",8.46875
1e5oKp-tCY4,00:00:44.833,00:00:46.600,The video clip shows a group of men playing a game of soccer in a field. They are all wearing red shirts and appear to be having a good time while playing the game.,8.46875
zfvbTNNHzt4,00:00:00.792,00:00:02.294,The video clip shows a group of musicians playing instruments in a playground setting. The musicians are dressed in colorful outfits and appear to be having a good time.,8.46875
dCQV5nlMW2Q,00:01:22.833,00:01:24.708,The video clip shows a man wearing a black jacket and a red scarf standing in the snow. He is holding a snowboard and appears to be skiing down a snowy slope.,8.46875
I5QZfqqzvb0,00:00:32.000,00:00:33.800,"The video clip shows a man dressed in a suit and tie standing on a bridge. He is wearing a cap and appears to be in a military uniform. The setting seems to be outdoors, and there is a body of water nearby.",8.46875
RYnFIRc0k6E,00:00:53.595,00:00:54.721,The video clip shows a man playing the drums while wearing a red cap. He is playing the drums with a lot of energy and enthusiasm. The video also features a group of people dancing in the background.,8.46875
3hu-NHc7f68,00:03:42.923,00:03:47.528,The video clip shows a cartoon-like setting of a bakery. It appears to be a children's bakery with a variety of cakes and other baked goods on display. There are also people walking around in the bakery.,8.46875
3oMX2augB14,00:02:50.360,00:02:55.120,The video clip shows a man standing in a garden and talking to the camera. He is wearing a striped shirt and appears to be in the middle of a conversation. There is also a woman present in the scene who is sitting at a table.,8.46875
_RrjmMtNJc4,00:06:45.539,00:06:49.543,"The video clip shows a collection of classic cars parked inside a warehouse. The cars are of different makes and models, and they are parked neatly in a row. The warehouse seems to be a storage facility for these classic cars.",8.46875
mxSKvdGoNt8,00:00:13.000,00:00:14.600,The video clip shows a man wearing a hard hat and standing in the middle of a busy street. He seems to be directing traffic.,8.46875
rI9cNh4dscc,00:01:51.560,00:01:52.480,The video clip shows a man walking down a busy street while wearing a jacket and tie. He appears to be singing and dancing along the way.,8.46875
ZpUYjpKg9KY,00:02:14.843,00:02:16.053,"The video clip shows a group of men performing a skateboarding stunt in front of a crowd of people. The skateboarders are doing tricks and flips on their boards, and the crowd is cheering them on. They seem to be having a lot of fun while performing their stunts.",8.46875
2jcezrzcqns,00:02:27.800,00:02:28.440,The video clip shows a group of people dressed in colorful costumes and dancing in a carnival-like atmosphere. They appear to be having a lot of fun and enjoying themselves.,8.46875
rI9cNh4dscc,00:00:55.920,00:00:57.640,The video clip shows a man walking down a busy street while wearing a jacket. He appears to be singing and dancing along the way. It seems like he is having a good time and enjoying his surroundings.,8.46875
O0BZlDFm4ik,00:09:04.320,00:09:06.720,The video clip shows a man wearing a suit and tie standing on a boat in the middle of a river. He seems to be waiting for something or someone. The man is dressed in a formal attire and appears to be in a serious mood.,8.4609375
HxUuDPNbkJk,00:01:44.838,00:01:47.040,"The video clip shows a group of people dressed in cowboy hats and sunglasses, dancing and having a good time. It appears to be a fun and lively atmosphere.",8.4609375
5T52TCrQ2M4,00:00:36.036,00:00:40.507,The video clip shows a woman wearing a red jacket and a white hat dancing in front of a brick wall. She is also wearing sunglasses and appears to be having a good time.,8.4609375
AA_4Bt6wPzQ,00:07:52.673,00:07:56.710,The video clip shows a man wearing a hat and holding a skull while standing in a theater. He is dressed in a suit and appears to be a performer.,8.4609375
bLF90M96m2Q,00:00:19.760,00:00:20.360,"The video clip shows a group of people dressed in colorful costumes, dancing and having a good time. They appear to be enjoying themselves and having a great time.",8.4609375
RC6ho2wwOKo,00:14:50.520,00:15:07.520,The video clip shows a basketball player wearing a yellow jersey and a red hat. He is standing in a classroom and giving a thumbs up to the camera.,8.4609375
TCYVm0aS-Ks,00:02:22.342,00:02:24.044,The video clip shows a group of people dressed in red outfits dancing together in a room. They seem to be having a lot of fun and enjoying each other's company.,8.4609375
dEN7KqzyqsM,00:14:06.880,00:14:17.720,The video clip shows a man dressed in a pirate costume standing in front of a ship. He is wearing a hat and holding a sword in his hand. The background of the video is set in a pirate-themed environment.,8.4609375
n0N57-HdqcQ,00:00:06.280,00:00:08.960,"The video clip shows a group of people sitting around a table in a restaurant, enjoying a meal together. They are all smiling and having a good time. The atmosphere in the restaurant seems to be lively and cheerful.",8.4609375
5h0A1nvgRMY,00:03:23.520,00:03:24.960,The video clip shows a group of people dressed up in banana costumes dancing together. They appear to be having a good time and enjoying each other's company.,8.4609375
TmlgOB3mP68,00:00:09.092,00:00:10.552,"The video clip shows a group of musicians performing in an empty room. They are playing instruments and dancing to the rhythm of the music. The room appears to be a warehouse, and the musicians seem to be having a good time.",8.4609375
7p21NT4-Whk,00:00:03.167,00:00:04.733,The video clip shows a group of teddy bears sitting on a couch in a room. They appear to be relaxing and enjoying each other's company.,8.4609375
Wygf0LaKtrQ,00:01:16.200,00:01:16.800,The video clip shows a group of people dressed in costumes and dancing together. They seem to be having a good time and enjoying themselves. It appears to be a fun and lively event.,8.4609375
djekss_b7C0,00:06:53.614,00:07:03.757,The video clip shows a beautiful winter landscape with snow-covered trees and a river flowing through it. The river is surrounded by snow-covered trees and there is a wooden bridge over it. It appears to be a peaceful and serene environment.,8.4609375
2jcezrzcqns,00:01:54.440,00:01:55.360,The video clip shows a group of people dressed in colorful costumes and dancing in a parade. It appears to be a lively and joyful event.,8.4609375
AppIqSRaB-o,00:05:35.680,00:05:37.960,The video clip shows a cartoon bear character in a room surrounded by colorful Easter eggs. The bear is holding a candy in its mouth and appears to be playing with the eggs.,8.4609375
bLF90M96m2Q,00:00:19.760,00:00:20.360,"The video clip shows a group of people dressed in colorful costumes, dancing and having a good time. They appear to be enjoying themselves and having a great time.",8.4609375
LxoSCksu0Pk,00:02:03.440,00:02:07.600,The video clip shows a man in a white coat standing in front of a table filled with various types of bread. He is holding some bread in his hands and demonstrating how to make it.,8.4609375
1nrcZQliOGI,00:01:45.250,00:01:46.000,The video clip shows a group of people singing and playing instruments in a church. They are all dressed in white clothes and appear to be having a good time. The group is made up of both men and women and they seem to be enjoying themselves.,8.4609375
SVkXhOkh7KA,00:04:53.200,00:04:54.933,The video clip shows a man wearing a hat and sunglasses driving a car. He appears to be enjoying his time in the vehicle.,8.4609375
D8_b_2MTwXo,00:02:16.160,00:02:17.840,The video clip shows a man wearing a pink jacket and sunglasses who is dancing in a parade. He is surrounded by a group of people who are also dancing and having a good time.,8.4609375
rI9cNh4dscc,00:01:48.000,00:01:48.920,"The video clip shows a man walking down a busy street wearing a costume. He is dressed in a colorful outfit and appears to be dancing as he walks. The street is filled with people and shops, and the atmosphere seems lively and vibrant.",8.4609375
64hoXWRk8zg,00:00:46.467,00:00:57.400,The video clip shows a man with a beard pouring a drink into a watermelon. He is wearing an apron and appears to be in a kitchen setting.,8.4609375
RYnFIRc0k6E,00:01:09.403,00:01:10.320,"The video clip shows a group of people dancing and performing on stage. The performers are dressed in colorful outfits, and they seem to be having a lot of fun. There is also a man playing a guitar in the background.",8.4609375
9rOKdATrV4g,00:01:36.263,00:01:37.764,The video clip shows a group of people dressed in green suits performing a dance routine on a red carpet. It appears to be a choreographed performance with synchronized movements.,8.4609375
FnFwkLTk8Ks,00:00:25.520,00:00:26.480,The video clip shows a group of people wearing swimsuits standing in a line on a beach. They appear to be waiting for something or someone. It seems to be a sunny day on the beach.,8.4609375
jW0Ey_GpU8Q,00:07:31.584,00:07:32.319,The video clip shows a man wearing sunglasses and sitting on a chair under a palm tree. He is talking on the phone and appears to be enjoying the sunny weather.,8.4609375
PMymzgrt7wo,00:04:53.560,00:04:58.960,The video clip shows a cartoon character sitting on a picnic blanket with a teddy bear. The character is wearing a crown and appears to be having a picnic with the teddy bear.,8.4609375
84IEjrSVcZY,00:01:06.520,00:01:12.680,The video clip shows a man wearing a blue shirt who is standing in front of a blue background. He appears to be smiling and making a gesture with his hands.,8.4609375
CnPgtCKU0UI,00:00:31.867,00:00:35.500,The video clip shows a table with a variety of desserts on it. There are several cakes and pastries displayed on the table. The desserts look delicious and appetizing.,8.453125
qNiVIBf3hyw,00:02:50.629,00:02:57.886,"The video clip shows a boxing match between two men in a ring. One of the fighters has a tattoo on his chest, while the other has a tattoo on his arm. The ring is surrounded by a crowd of people who are watching the match.",8.453125
DFqfY_bIqbQ,00:00:05.000,00:00:09.900,"The video clip shows a man wearing a suit and tie, standing in front of a brick wall. He is wearing a hat and appears to be a businessman.",8.453125
l3mkxDG3E4o,00:03:35.449,00:03:43.423,The video clip shows a woman dressed in a green costume with a crown on her head. She is standing in front of a castle and appears to be a princess.,8.453125
xZsojox79ig,00:01:07.401,00:01:08.277,The video clip shows a man in a pink suit and a red hat talking on his phone while standing next to a car. He then gets into the car and drives away.,8.453125
kJQP7kiw5Fk,00:01:14.908,00:01:16.076,The video clip shows a group of people dancing on a street. They appear to be having a good time and enjoying themselves. It seems to be a lively and energetic atmosphere.,8.453125
bJl83umZERw,00:07:43.004,00:07:43.755,The video clip shows a classic car on display in a showroom. The car is a beautiful blue color and is parked in the middle of the room. There are people walking around and admiring the car.,8.453125
RYnFIRc0k6E,00:02:13.175,00:02:14.343,The video clip shows a group of people dancing together on a stage. They appear to be having a good time and enjoying the music. It seems to be a lively and energetic performance.,8.453125
HYSO6Xl8kgI,00:01:10.337,00:01:12.339,"The video clip shows a stack of pancakes topped with raspberries, strawberries, and blueberries. The pancakes are served on a plate with a sprinkle of powdered sugar on top. It appears to be a delicious breakfast dish.",8.453125
SttN9OpuulY,00:03:02.515,00:03:04.684,The video clip shows a group of people dancing around a fountain in front of a house. They appear to be having a good time and enjoying each other's company.,8.453125
B3VjZAKp4pM,00:03:12.442,00:03:15.320,The video clip shows a group of people singing and playing instruments in a room filled with flowers. It appears to be a musical performance.,8.453125
SVkXhOkh7KA,00:04:40.833,00:04:41.367,The video clip shows a man wearing sunglasses and a hat driving a car while listening to music. He appears to be having a good time and enjoying the ride.,8.453125
O4f58BU_Hbs,00:02:50.837,00:02:52.756,The video clip shows a man wearing a baseball cap and a tattoo on his neck. He is also wearing headphones and appears to be making a face.,8.453125
SttN9OpuulY,00:01:12.806,00:01:15.742,The video clip shows a group of people dressed in swimsuits dancing in front of a fountain. They seem to be having a good time and enjoying themselves. It appears to be a fun and lively atmosphere.,8.453125
RUV2vb7_EQg,00:04:29.402,00:04:30.804,The video clip shows a group of people wearing hats and sitting in a crowd. They are all looking up towards the sky and appear to be enjoying themselves.,8.453125
FH8GDqrMt8s,00:05:55.320,00:05:57.200,The video clip shows a cartoon character running through a forest with a basket in hand. The character is a little girl dressed in a pink dress and a pink hat. She is running through the forest and picking up mangoes along the way.,8.453125
bMyrBds_9Zc,00:01:07.240,00:01:09.520,The video clip shows a man wearing a yellow raincoat and sunglasses who is dancing in front of a car. He appears to be enjoying himself and having a good time.,8.453125
9ghgA0oSTeQ,00:02:15.552,00:02:18.597,The video clip shows a man performing on a stage in front of a large crowd of people. He is dancing and jumping up and down while the crowd cheers him on.,8.453125
XomAqih-6Oc,00:07:12.332,00:07:13.233,"The video clip shows a group of motorcycles parked in a showroom. The motorcycles are of different colors and designs, and they are parked on a black and white checkered floor. It appears that the motorcycles are being displayed for sale in the showroom.",8.453125
Mx0pImLptqg,00:06:34.060,00:06:36.187,The video clip shows a group of people dressed in pajamas dancing together. They seem to be having a lot of fun and enjoying each other's company. It appears to be a lively and energetic performance.,8.453125
DXtm-GVbPgQ,00:02:51.840,00:02:53.160,The video clip shows a group of people dancing and having fun at the beach. They are all wearing swimsuits and appear to be enjoying themselves.,8.453125
dEe4i2osF5A,00:01:10.440,00:01:11.040,The video clip shows a game being played on a computer screen. It appears to be a cartoon-style game with a character running across the screen. The character seems to be trying to avoid obstacles in the game.,8.453125
0xDf-_8KvGM,00:01:20.455,00:01:21.206,"The video clip shows a group of musicians performing on a stage. They are singing and playing their instruments together, creating a lively and entertaining atmosphere. The musicians are dressed in colorful outfits and seem to be having a great time.",8.453125
XXoczBQXyMc,00:09:30.160,00:09:34.680,The video clip shows a man sitting on a chair next to a river. He is wearing a red shirt and appears to be fishing.,8.453125
B-XJSg7GFp4,00:02:40.786,00:02:44.164,"The video clip shows a man standing in the middle of a parking lot surrounded by a group of motorcycles. The man is wearing a black shirt and sunglasses, and he seems to be posing for the camera. There are several motorcycles parked around him, and it appears to be a gathering of motorcycle enthusiasts.",8.453125
91Q-8zyN6hg,00:02:12.480,00:02:15.800,The video clip shows a man wearing a hat and singing into a microphone. He appears to be passionate about his performance.,8.453125
PkYpE2ZUXYo,00:11:26.687,00:11:28.889,The video clip shows a group of people riding motorcycles on a road. They are wearing helmets and seem to be enjoying their ride.,8.453125
Srhnvof6vq0,00:08:54.768,00:09:02.842,The video clip shows a man wearing a tie sitting on a stump with a bottle in his hand. He is dressed in a military uniform and appears to be in a jungle setting.,8.453125
6i3y5Lh4t8Y,00:04:39.533,00:04:43.367,The video clip shows a woman cooking and preparing a variety of fresh vegetables. She is seen cutting vegetables and arranging them on a table. The woman is wearing an apron and appears to be preparing a meal.,8.453125
