YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score,caption_interaction
nmPvMfp_qw0,00:00:37.200,00:00:38.560,The video clip shows a group of people dressed in colorful costumes and wearing masks. They are dancing and having a good time. One of the people in the group is wearing a sombrero.,8.109375,Yes
7ygDQvkHqFo,00:00:39.720,00:00:41.240,The video clip shows a young child sleeping in a bed with a pink teddy bear and a stuffed animal. The child is lying down and appears to be comfortable in the bed.,8.109375,No
OHwgTlWPmAg,00:01:59.536,00:02:44.915,The video clip shows a woman preparing a meal in the kitchen. She is cutting up some vegetables and placing them on a cutting board. It appears that she is making a salad.,8.109375,No
OnleHhKTroc,00:04:14.963,00:04:17.007,The video clip shows a man wearing a yellow vest and a hard hat. He is standing on the sidewalk and giving a thumbs up gesture. It appears that he is a construction worker.,8.109375,No
YKT4BiOReTc,00:01:10.667,00:01:11.292,The video clip shows a group of girls dressed in bunny costumes performing a dance routine. They appear to be in a futuristic setting with neon lights and a city skyline in the background.,8.109375,Yes
grsku_8euDs,00:03:38.267,00:03:40.100,The video clip shows a group of children standing in front of a cartoon bus. They are all smiling and seem to be having a good time. The background of the scene is colorful and cheerful.,8.109375,No
SXvxJELpD4w,00:02:33.280,00:02:34.360,The video clip shows a group of musicians performing on a boat. They are playing instruments and singing while standing on the deck of the boat. It seems like they are having a good time and enjoying their performance.,8.109375,Yes
ceWT98TI2nQ,00:00:42.967,00:00:44.300,The video clip shows a man standing next to a car in a garage. He is wearing a cap and appears to be working on the vehicle.,8.109375,No
6iumlAs9LJE,00:01:10.160,00:01:23.520,The video clip shows a cartoon character standing in the middle of a group of people. The character is wearing a hat and has a beard. It appears to be a scene from a cartoon show.,8.109375,No
1nJOku-FPV8,00:02:02.920,00:02:15.880,The video clip shows a man playing the guitar while sitting on a bridge. He is wearing a hoodie and appears to be singing while playing the guitar.,8.109375,No
IIkZCJKv-qI,00:08:51.767,00:08:53.367,"The video clip shows a child's birthday party with a table set up with plates, cups, and utensils. The table is decorated with a checkered tablecloth, and there are various food items placed on the table, such as cakes, sandwiches, and fruits. Additionally, there is a cartoon character on the tablecloth.",8.109375,No
PiEKGx_R07I,00:09:31.400,00:09:33.440,The video clip shows a cartoon character wearing a mask and riding a motorcycle. It appears to be an animated scene.,8.109375,No
Lx4ka2qBY_A,00:02:06.080,00:02:09.000,The video clip shows a man riding a skateboard and performing various tricks. He is wearing a red jacket and appears to be enjoying his time on the skateboard.,8.109375,No
RSQGtq9qB7M,00:08:06.867,00:08:11.333,The video clip shows a couple preparing a meal together in their kitchen. They are both dressed in hats and appear to be enjoying the process of cooking together.,8.109375,Yes
0TBOF3cvkVs,00:01:01.440,00:01:06.280,"The video clip shows a basket filled with various fruits, including oranges, apples, and bananas. The basket is made of colorful crochet and is placed on a table.",8.109375,No
dCQV5nlMW2Q,00:02:20.208,00:02:21.583,The video clip shows a man walking on a snowy road while wearing a red scarf. He appears to be enjoying the winter weather and taking in the beautiful scenery around him.,8.109375,No
9ghgA0oSTeQ,00:01:09.611,00:01:10.654,The video clip shows a man performing on a stage in front of a large crowd. He is wearing a black shirt and is standing on a stage. The stage is surrounded by people who are clapping and cheering for the performer.,8.109375,Yes
GOF8ng4rlgE,00:07:16.069,00:07:16.903,The video clip shows a group of people wearing swimsuits playing in the snow. They appear to be having fun and enjoying the winter weather.,8.109375,Yes
5NYcCTDKPe0,00:05:58.191,00:06:04.406,The video clip shows a man wearing an apron preparing a cocktail at a bar. He is standing behind the bar and making the drink.,8.109375,No
SXvxJELpD4w,00:03:03.760,00:03:05.600,The video clip shows a group of people singing and dancing in a room. They appear to be having a good time and enjoying themselves. It seems to be a lively and energetic atmosphere.,8.109375,Yes
bvi4QybK0tA,00:02:21.280,00:02:24.440,The video clip shows a group of men wearing sunglasses and singing into microphones while standing on a stage. They are dressed in suits and appear to be part of a band.,8.109375,Yes
S-ohGG1-OwQ,00:01:32.480,00:01:34.960,The video clip shows a cartoon bear riding a bicycle in a forest. The bear appears to be enjoying its ride and seems to be having a good time.,8.109375,No
VxSbYM5X6xk,00:02:48.040,00:02:50.240,The video clip shows a man wearing a purple jersey and glasses dancing in a gym. He is also wearing a hat and appears to be having a good time.,8.109375,No
XzPaINFECzQ,00:03:22.869,00:03:46.226,The video clip shows a person pouring a liquid into a bottle. The person is wearing an apron and appears to be preparing a drink.,8.109375,No
DFSkCF_97tw,00:01:53.814,00:01:54.881,The video clip shows a man running on a track while wearing headphones. He is wearing a headband and appears to be focused on his run.,8.109375,No
fU7hZ3smj0g,00:00:02.961,00:00:08.091,"The video clip shows a group of musicians playing instruments and singing in a room. They seem to be enjoying themselves and having a good time. The room appears to be well-lit, and the musicians are dressed in casual clothing.",8.109375,Yes
mDFBTdToRmw,00:02:41.200,00:02:43.280,The video clip shows a group of people dressed in costumes walking down a street. They appear to be part of a parade or a performance. The scene is set in a city and the people are walking in a line.,8.109375,No
KzmKqKwHWuk,00:02:36.467,00:02:36.967,The video clip shows a group of people dancing in a room filled with neon lights. The dancers are dressed in bear costumes and are performing a dance routine.,8.109375,Yes
ekESZIn4y18,00:01:05.560,00:01:06.800,The video clip shows a man performing a dance routine on a rooftop at sunset. He is wearing a tank top and appears to be enjoying the moment.,8.109375,No
23VdtT0vQUY,00:05:04.440,00:05:05.400,The video clip shows a cartoon character dancing in a colorful environment with balloons in the background. The character is wearing a purple suit and appears to be having a good time.,8.109375,No
5OoZ83lqIbo,00:03:22.786,00:03:30.293,"The video clip shows a group of men dressed in tuxedos performing on a stage. They are singing and playing instruments, including a keyboard and a microphone. The setting appears to be a formal event, and the men are dressed in formal attire.",8.109375,Yes
CPY1L-_6Vs8,00:15:05.920,00:15:07.120,The video clip shows a man and a woman dancing on a stage at night. The stage is illuminated with lights and the couple is dancing together. The man is wearing a hat and the woman is wearing a dress.,8.109375,Yes
roJUbJCrnbk,00:02:37.115,00:02:37.908,The video clip shows a man wearing a red suit sitting on a chair and talking on the phone. He is also seen smoking a cigarette.,8.109375,No
LH-i8IvYIcg,00:02:55.384,00:02:56.134,The video clip shows a man playing a trumpet in a crowd of people. The man is wearing a black shirt and appears to be enjoying himself while playing the trumpet.,8.109375,No
jSzggzvX87o,00:11:49.160,00:11:50.840,The video clip shows a young child playing at a carnival. The child is wearing overalls and appears to be having a lot of fun.,8.109375,No
c2Jt-BhvKBA,00:14:55.896,00:14:56.463,"The video clip shows a group of people having fun at an amusement park. They can be seen riding roller coasters, playing games, and having a good time together.",8.109375,Yes
05pCMpy8TzQ,00:06:57.851,00:07:00.453,The video clip shows a man singing into a microphone while holding a guitar. He is wearing a white shirt and appears to be performing on stage.,8.109375,No
PVvExg_oK88,00:01:30.250,00:01:38.292,The video clip shows a man sitting in a room surrounded by a large collection of toys. He is holding a teddy bear and appears to be enjoying his time surrounded by the toys.,8.109375,No
KK1V_DVaNW4,00:03:16.196,00:03:27.999,The video clip shows a person decorating a heart-shaped cookie with pink and white frosting. The person is using a toothbrush to spread the frosting on the cookie.,8.109375,No
aXi8qZj-cB0,00:06:49.492,00:06:54.539,The video clip shows a man dressed in a red shirt standing in front of a table with a plate of food in front of him. He seems to be enjoying his breakfast.,8.109375,No
TulMjeExtgk,00:02:04.166,00:02:06.710,The video clip shows a shirtless man performing on stage. He is wearing a hat and appears to be dancing. It seems to be a musical performance.,8.109375,No
XuswP_C1ehE,00:02:35.781,00:02:37.324,The video clip shows a group of people gathered around a motorcycle. They seem to be admiring the bike and possibly discussing its features. It appears to be an outdoor setting with a clear blue sky in the background.,8.109375,No
__6dO7kFenM,00:03:33.960,00:03:35.720,The video clip shows a man playing the guitar while sitting in a tent. He appears to be enjoying himself while playing the instrument.,8.109375,No
foCnWljMR9Y,00:00:13.513,00:00:14.139,"The video clip shows a group of shoes hanging from a tree. It appears to be a collection of different types of shoes, including sneakers, boots, and sandals. The shoes are suspended from the branches of a tree, creating a unique and colorful display.",8.109375,No
lOZ6I-nh7yg,00:09:35.975,00:10:11.945,The video clip shows a group of men playing basketball together on a court. They seem to be having a good time and enjoying the game. One of the men is wearing a white shirt while the others are dressed in black. It appears to be a casual and friendly game of basketball between friends.,8.109375,Yes
8NyParAaNos,00:01:35.040,00:01:37.000,The video clip shows a group of men dressed in sportswear walking down a hallway. They appear to be part of a team or a group of athletes. It seems like they are preparing for a competition or practice session.,8.109375,No
maj-JEtOpwM,00:06:53.560,00:06:56.840,"The video clip shows a man wearing a hat and a tie while standing in a room. He seems to be adjusting his tie, possibly getting ready for a special occasion.",8.109375,No
_6VvaeqzQ_U,00:04:47.840,00:04:49.800,The video clip shows a young girl dressed in a chef's outfit and holding a tray of fruits and vegetables. She seems to be preparing a meal in a kitchen setting.,8.109375,No
BfWBhwHfJjI,00:00:19.186,00:00:33.200,"The video clip shows a woman standing in a room surrounded by clothing items. She is wearing a pink dress and is smiling. The room appears to be a store or boutique, and the woman seems to be shopping for clothes.",8.109375,No
cGc48u47GN8,00:00:14.125,00:00:16.208,The video clip shows a man wearing sunglasses and a hat standing next to a car. He is gesturing with his hands and appears to be pointing at something. It seems to be a funny moment captured on camera.,8.109375,No
3kmc88JWdNo,00:00:29.000,00:00:32.800,"The video clip shows a group of animated animals, including a fox and a wolf, dancing together in a forest. The animals seem to be having fun and enjoying each other's company.",8.109375,Yes
GIqbyrSlq0s,00:11:07.120,00:11:32.560,The video clip shows a man wearing a purple suit and posing in front of a mirror. He appears to be dressed up for a special occasion.,8.109375,No
LRXZIgCoNpk,00:06:33.861,00:06:37.197,The video clip shows a group of people riding motorcycles on a road. The riders are wearing helmets and appear to be enjoying their ride. It seems like they are having a good time together.,8.109375,No
UqyT8IEBkvY,00:03:04.976,00:03:05.852,"The video clip shows a man standing in front of a crowd of people who are dancing. He is wearing a Hawaiian shirt and appears to be the leader of the group. The setting is a nightclub, and the atmosphere is lively and energetic.",8.109375,Yes
HrjRj4uQQ1o,00:01:54.197,00:01:55.657,The video clip shows a group of musicians performing on stage. They are playing their instruments and singing along with the music. It seems like they are having a good time and enjoying themselves.,8.109375,Yes
OBZU7g5Dl1c,00:04:03.043,00:04:06.246,The video clip shows a cartoon character dressed in a maid outfit serving drinks in a cafe. The character is wearing a black and white dress and is holding a tray with drinks on it.,8.109375,No
7lb0ml8MxTk,00:07:00.680,00:07:02.960,The video clip shows a group of children dancing together in a room. They appear to be having fun and enjoying each other's company. It seems like a fun and energetic activity for the kids.,8.109375,Yes
HN1PHJE1ZFE,00:00:09.081,00:00:10.984,The video clip shows a group of people dressed in traditional costumes performing a dance on the beach. They are dressed in colorful clothing and appear to be having a great time.,8.109375,Yes
i--XjfKzRDk,00:03:30.844,00:03:31.445,"The video clip shows a group of dancers performing on a stage. They are dressed in colorful costumes and appear to be having a lot of fun. The stage is illuminated with neon lights, adding to the overall atmosphere of the performance.",8.109375,Yes
LxoSCksu0Pk,00:01:09.760,00:01:12.960,The video clip shows a man wearing a white coat standing in a kitchen and preparing food. He is seen cutting a loaf of bread and placing it on a cutting board. The kitchen appears to be well-equipped with various cooking tools and appliances.,8.109375,No
YaosdZuCZuE,00:00:22.700,00:00:23.933,The video clip shows a man and a woman riding a motorcycle on the beach. They are both wearing helmets and appear to be having a good time.,8.109375,No
fi1gT23EtOo,00:02:29.441,00:02:30.067,The video clip shows a group of people dancing together in a nightclub. They are all dressed up and seem to be having a great time. It appears to be a lively and energetic atmosphere.,8.109375,Yes
9XITXtsbvpQ,00:03:31.100,00:03:34.900,The video clip shows a surfer riding a wave in the ocean. The surfer is wearing a wetsuit and appears to be enjoying the ride. The wave is quite large and the surfer is riding it skillfully.,8.109375,No
UWLr2va3hu0,00:02:13.175,00:02:13.967,The video clip shows a group of people dancing on a street with cars passing by. It appears to be a lively and energetic performance.,8.109375,Yes
DUT5rEU6pqM,00:03:28.440,00:03:29.640,The video clip shows a group of people dressed in colorful costumes and dancing together. It appears to be a lively and energetic performance.,8.109375,Yes
Kq3M09qTDDM,00:02:04.424,00:02:07.160,The video clip shows a man wearing a red jacket and sunglasses dancing in the water. He appears to be having fun and enjoying the moment.,8.109375,No
2dJyHroulrc,00:02:57.880,00:02:59.280,"The video clip shows a group of musicians playing and singing together in a room. They are playing instruments such as guitars, drums, and keyboards. One of the musicians is wearing a plaid shirt and is playing the guitar. The group seems to be having a good time and enjoying their performance.",8.109375,Yes
44YavXS3NEY,00:01:23.500,00:01:30.633,"The video clip shows a man sitting at a table in a kitchen. He is wearing a black shirt and has a beard. In the video, the man is making a meal with various ingredients.",8.109375,No
TulMjeExtgk,00:02:09.463,00:02:10.839,The video clip shows a shirtless man performing on a stage in front of a crowd. He is wearing a hat and appears to be dancing.,8.109375,No
sqyBj8yEK50,00:09:21.633,00:09:23.200,The video clip shows a cartoon character wearing a hat and standing on a track. It appears to be a video game.,8.109375,No
4xdkUtCxSmE,00:00:19.300,00:01:00.633,The video clip shows a cartoon character walking through a grassy field. The character is wearing a backpack and appears to be on a hiking trip.,8.109375,No
CjNRSqD49l0,00:02:30.760,00:02:35.560,The video clip shows a man dressed in a red outfit playing the guitar while standing in front of an outdoor oven. He appears to be a musician playing a traditional instrument.,8.109375,No
FpFtKCI2OQg,00:01:28.505,00:01:30.424,The video clip shows a man dressed in a traditional Indian costume sitting on a stage and playing a musical instrument. He is wearing a turban and a colorful outfit. The stage is adorned with decorations and the man is performing a traditional Indian dance.,8.109375,Yes
Fhvt-5Rj_Qk,00:00:52.261,00:00:55.264,The video clip shows a man playing the guitar on the beach. He is wearing a military uniform and appears to be singing and playing the guitar at the same time.,8.109375,No
9Mp0i-Zwzv0,00:05:33.800,00:05:35.902,The video clip shows a man wearing goggles and snow goggles while skiing down a snowy slope. He appears to be enjoying his time on the slopes.,8.109375,No
WTYcEnvOUms,00:10:08.041,00:10:10.743,"The video clip shows a man wearing a suit and tie, standing outside in the rain. He is wearing gloves and appears to be waiting for something.",8.109375,No
1K3weESPjno,00:03:10.367,00:03:10.900,"The video clip shows a group of children standing in front of a train station. They appear to be waiting for the train to arrive. The scene is set in a cartoon-like environment, with bright colors and cheerful music playing in the background.",8.109375,No
Mlct_fw4dyI,00:09:29.652,00:09:56.261,The video clip shows a man with a beard and a mustache sitting next to a doll. He seems to be having a conversation with the doll. The man is wearing a cap and appears to be in a playful mood.,8.109375,Yes
g8Cr4mzaIro,00:03:14.094,00:03:17.364,"The video clip shows a group of statues dressed in red clothes standing in a garden. The statues appear to be made of stone, and they are arranged in a line. There is also a red umbrella visible in the background.",8.109375,No
V3K9Aj21ghg,00:08:40.600,00:08:41.960,The video clip shows a man driving a classic car while wearing a military uniform. He is seen smoking a cigarette while driving the car.,8.109375,No
O0CxwpL0Fyg,00:05:41.533,00:05:54.733,The video clip shows a jar of orange juice being poured into a glass. It appears to be freshly squeezed and ready to be consumed.,8.109375,No
_HkL8GuU9_0,00:00:35.520,00:00:38.280,The video clip shows a group of men wearing leather jackets and singing together. They are standing in a line and appear to be having a good time.,8.109375,Yes
4PUpID3k6Wk,00:02:38.920,00:02:40.080,The video clip shows a cartoon character dressed in a superhero costume and holding an onion. The character is dancing on a stage in front of a crowd of people.,8.109375,No
_VCQFrWfpGc,00:03:00.880,00:03:04.200,The video clip shows a man wearing a red hat and a blue jacket standing in front of an old building. He is smiling and seems to be enjoying his surroundings.,8.109375,No
cU8weERv1ZA,00:01:29.079,00:01:31.331,The video clip shows a group of people playing instruments and singing together in a room. They appear to be having a good time and enjoying themselves. The instruments they are playing include guitars and banjos.,8.109375,Yes
OSfPGrj8ut0,00:01:51.960,00:01:54.120,The video clip shows a group of people dancing and having fun on the beach. They are wearing swimsuits and appear to be enjoying themselves.,8.109375,Yes
RqRNRtNtTAs,00:04:34.480,00:04:42.480,The video clip shows a man wearing a hat and jacket standing outside in the snow. He appears to be enjoying the winter weather.,8.109375,No
_HkL8GuU9_0,00:00:40.640,00:00:43.880,"The video clip shows a group of people standing in a room, with one of them wearing a leather jacket. They appear to be having a conversation, and the scene is set in a dimly lit environment.",8.109375,Yes
PO8gWoCj29I,00:01:59.286,00:02:02.556,The video clip shows a group of men wearing suits and ties standing in a line. They appear to be dressed up for a formal event or a business meeting.,8.109375,No
m0dsZlMpyUs,00:03:46.067,00:03:46.867,The video clip shows a cartoon character wearing a blue shirt and a baseball cap. The character appears to be smiling and happy.,8.109375,No
MqK_hPeJ-TU,00:02:40.520,00:02:42.000,The video clip shows a man wearing a hat and drinking from a bottle while sitting on a couch. It appears to be a relaxed and comfortable setting.,8.109375,No
s2sDbEuDD7c,00:00:25.464,00:00:27.776,The video clip shows a cute cartoon of a tiger and some vegetables. The tiger is holding a knife and appears to be preparing a meal with the vegetables.,8.109375,No
9SiQ5cjvrC8,00:01:56.500,00:01:58.400,The video clip shows a man wearing a hat and kneeling in front of a classic red car. He appears to be repairing the car's tire.,8.109375,No
mHoTGLtCjDQ,00:02:44.040,00:02:45.440,The video clip shows a group of men dressed in white performing a dance routine in front of a container. They are wearing hats and appear to be having fun while dancing.,8.109375,Yes
9ahkx9FisAg,00:06:04.364,00:06:10.503,The video clip shows a group of cars parked in a garage with their hoods open. It appears to be a collection of different makes and models of cars.,8.109375,No
cwSYz_D9hUg,00:04:04.000,00:04:09.480,The video clip shows a man dressed in a red outfit sitting on a bed and playing with a ball. He is wearing a red jumpsuit and appears to be having fun playing with the ball.,8.109375,No
0HW4GhbFnhM,00:02:21.067,00:02:23.433,The video clip shows a young girl wearing a pink shirt and standing in front of a closet. She is smiling and giving a thumbs up sign. It appears to be a fun and playful moment captured in the video.,8.109375,No
R8uZfwJMkqM,00:00:03.795,00:00:04.963,The video clip shows a man wearing a suit and a hat walking down a city street. He appears to be dressed up for a special occasion.,8.109375,No
jMAq2sb_Zzs,00:07:07.193,00:07:09.596,The video clip shows a man wearing a hat and swimming in the water. He is shirtless and appears to be enjoying his time in the water.,8.109375,No
UWLr2va3hu0,00:01:12.906,00:01:13.782,The video clip shows a man standing next to a car on a street. He is wearing a Hawaiian shirt and appears to be dancing. There are other people in the background who are also dancing. It seems to be a fun and lively scene.,8.109375,Yes
9mQJaXwGPlg,00:00:46.838,00:00:48.131,"The video clip shows a man riding a motorcycle through a city street at night. The man is wearing a leather jacket and helmet, and he appears to be enjoying the ride. There are no other people or vehicles visible in the clip.",8.1015625,No
m7SDuAw1gW4,00:00:00.000,00:00:12.958,The video clip shows a man wearing a hat and sitting at a table. He seems to be enjoying his meal while wearing the hat.,8.1015625,No
lfIJZk2EshI,00:02:09.529,00:02:11.465,The video clip shows a group of people dressed in colorful outfits performing on a stage. They are dancing and singing along with the music. It appears to be a lively and energetic performance.,8.1015625,Yes
DAKzq5QjxCA,00:00:22.875,00:00:23.792,The video clip shows a man wearing a green jacket standing in the snow. He is dressed in a military uniform and appears to be a soldier. The setting of the video is a snowy forest.,8.1015625,No
DCDRyEPQsrM,00:04:47.933,00:04:56.333,The video clip shows a group of people preparing and serving food on a boat in the middle of the ocean. They are cooking a variety of dishes and serving them to the people on the boat. It appears to be a fun and enjoyable experience for everyone involved.,8.1015625,Yes
UEXpPJSLP4A,00:11:41.659,00:11:43.745,"The video clip shows a group of people performing on a stage in front of a large crowd. The performers are singing and dancing, and the crowd is cheering them on. The stage is illuminated with lights, and the atmosphere is lively and energetic.",8.1015625,Yes
fCLQp7mc-tQ,00:01:47.120,00:01:49.680,"The video clip shows a group of people playing instruments and singing in a room. They are playing guitars, drums, and other musical instruments. The room appears to be dimly lit, and the atmosphere seems to be lively and energetic.",8.1015625,Yes
5T52TCrQ2M4,00:02:23.343,00:02:26.279,"The video clip shows a man wearing a red jacket and a white hat, standing in front of a brick wall. He is also wearing a tie and sunglasses, and appears to be dancing.",8.1015625,No
p-X4v2s2fio,00:10:07.974,00:10:28.962,The video clip shows a beautiful anime girl standing in front of a cherry blossom tree. She is wearing a dress and is surrounded by bunnies. The background of the video is filled with blooming cherry blossoms.,8.1015625,No
qU-BtWRL9Hs,00:05:55.480,00:06:06.283,The video clip shows a cartoon character standing in front of a van. The character is wearing a white shirt and appears to be talking to someone.,8.1015625,No
ZCWfNqbNiZo,00:00:59.240,00:01:00.240,The video clip shows a group of people dancing together in a room. They appear to be having a good time and enjoying each other's company.,8.1015625,Yes
ZGDGdRIxvd0,00:01:36.800,00:01:43.120,The video clip shows a man sitting at a desk with a statue behind him. The man is wearing a black jacket and appears to be praying.,8.1015625,No
tCOaHMeZ6ow,00:04:33.960,00:04:39.160,"The video clip shows a group of young men standing in a room, laughing and having a good time. They appear to be enjoying each other's company and having a good time.",8.1015625,Yes
y27_Q6GmuPI,00:01:08.633,00:01:15.600,The video clip shows a woman wearing a school uniform standing in front of a building. She is wearing glasses and has her arms crossed.,8.1015625,No
OwilGEVvD3s,00:00:00.000,00:00:27.600,The video clip shows a man sitting at a desk with a radio in the background. He is wearing a hat and appears to be working on something.,8.1015625,No
7bYO1WnmhWI,00:02:17.721,00:02:19.681,The video clip shows a boxing match between two fighters in a ring. One of the fighters is standing in the middle of the ring while the other is in the corner. The ring is surrounded by a crowd of people who are cheering for the fighters.,8.1015625,Yes
CccnAvfLPvE,00:00:54.596,00:00:56.807,"The video clip shows a group of people gathered in a parking lot in front of a house. It appears to be a family gathering, and there are several cars parked in the lot. The people in the video seem to be enjoying each other's company and having a good time.",8.1015625,Yes
L9siHlZcpDQ,00:03:21.520,00:03:25.600,The video clip shows a man wearing an orange hoodie standing next to a yellow school bus. He appears to be waiting for something or someone.,8.1015625,No
mE-HMBS3cjY,00:00:00.000,00:00:02.035,The video clip shows a man wearing a suit and tie standing on a beach. He appears to be a businessman and is posing for the camera. The background of the video is the ocean and the sky.,8.1015625,No
Zahjyiexh0A,00:05:22.500,00:05:34.467,"The video clip shows a virtual world where a little girl is playing with a dog. The girl is wearing a backpack and walking around in a virtual garden. The garden is filled with flowers and trees, and there is a dog standing next to her. The girl seems to be enjoying her time in the virtual world.",8.1015625,No
Gfzxz7asbZs,00:05:47.430,00:05:49.849,The video clip shows a man wearing a green jacket and standing in the middle of a group of people. He seems to be talking to someone in the group. The setting appears to be outdoors.,8.1015625,Yes
Te3_VlimRw0,00:00:13.972,00:00:15.974,The video clip shows a man standing in a room with a view of the city through a window. He is wearing a red shirt and appears to be looking out the window.,8.1015625,No
YeBeeT_xkgc,00:07:34.600,00:07:40.920,The video clip shows a man dressed in military uniform standing in front of a brick wall. He is wearing a hat and appears to be making a gesture with his hands.,8.1015625,No
1mfDiIlRxBc,00:11:38.800,00:11:43.800,The video clip shows a group of women wearing swimsuits and hats posing for a photo. They appear to be enjoying themselves and having a good time.,8.1015625,Yes
BZjvdLQ4Lz8,00:00:40.233,00:00:41.367,The video clip shows a little girl dressed in a pink dress and holding a balloon. She is standing in front of a toy store and appears to be playing with the balloon.,8.1015625,No
XgYIRpnu8lo,00:00:29.863,00:00:33.825,The video clip shows a cartoon of a farmer holding a basket of corn. The farmer is standing in a cornfield and appears to be proud of his crop.,8.1015625,No
2EdGFwH6u5c,00:00:50.851,00:00:51.351,"The video clip shows a cartoon depiction of Jesus, Mary, and Joseph. It appears to be a scene from a children's storybook.",8.1015625,No
HBlfZf0TOmE,00:02:23.060,00:02:24.811,The video clip shows a group of people dancing and having fun in a nightclub. There is a DJ playing music and they are all enjoying themselves.,8.1015625,Yes
FXEqov2IzHY,00:12:02.833,00:12:03.750,The video clip shows a young man wearing a hat and making a gesture with his hand. He is standing in a room and appears to be making a funny face.,8.1015625,No
FcpkwNkz5Fs,00:05:50.951,00:06:15.242,"The video clip shows a painting of a family having a meal together. The painting depicts a group of people sitting around a dining table, enjoying a meal together.",8.1015625,Yes
3nDLnZDdoio,00:00:45.700,00:00:48.800,The video clip shows a cute cartoon character wearing a hat and standing on a beach. The character seems to be having fun and enjoying the sunny weather.,8.1015625,No
B2DMcul7ehs,00:12:19.138,00:12:40.927,The video clip shows a woman in a kitchen preparing a meal. She is wearing an apron and holding a tray with food on it. The kitchen is well-equipped with various appliances and utensils.,8.1015625,No
x6W6Ia57mCc,00:00:03.000,00:01:49.967,"The video clip shows a group of cartoon characters having fun on the beach. They are playing with each other and enjoying the sunny weather. There is a palm tree in the background, and the beach is decorated with flowers.",8.1015625,Yes
dFZSr1_-GNE,00:11:10.867,00:12:13.667,"The video clip shows a group of colorful Easter eggs displayed on a table. The eggs are decorated with various designs and patterns, making them visually appealing.",8.1015625,No
dGMaa7osNSQ,00:00:00.000,00:00:50.550,The video clip shows a cute anime girl wearing a school uniform and standing in front of a banner. She seems to be happy and enjoying herself.,8.1015625,No
G5Gqfp9hwOI,00:08:12.833,00:08:19.167,The video clip shows a man wearing a cap and glasses playing a game of pinball at an arcade. He seems to be enjoying the game and trying his best to win.,8.1015625,No
sYvmTUNGqPs,00:01:45.625,00:01:47.833,The video clip shows a 3D animation of a little girl wearing a red dress and a helmet. She is standing on a tiled floor and appears to be dancing.,8.1015625,No
nLRWzycmzKo,00:05:52.853,00:06:01.494,The video clip shows a cartoon character wearing a pink dress and standing in front of a pink background. The character appears to be a princess.,8.1015625,No
bLF90M96m2Q,00:00:37.600,00:00:38.200,"The video clip shows a man wearing a red suit and sunglasses, dancing in front of a fence. He is surrounded by colorful balloons and appears to be having a good time.",8.1015625,No
0pP1Qb8dILI,00:07:22.960,00:07:28.280,The video clip shows a close-up of a woman's hand holding a doll. The woman is wearing a red dress and appears to be playing with the doll.,8.1015625,No
hK_POoLIBI0,00:15:32.800,00:15:39.520,The video clip shows a man standing next to a car in a parking lot. The man is wearing a red shirt and appears to be waiting for something or someone. There is also a ferris wheel visible in the background.,8.1015625,No
1hUx2jRhQec,00:02:41.528,00:02:43.730,The video clip shows a cute cartoon character wearing a pink dress and holding a lollipop. The character is dancing and playing with the lollipop.,8.1015625,No
X6f4qR-HGCw,00:01:52.446,00:01:55.882,The video clip shows a man dressed in a black costume dancing in a room filled with pumpkins. It appears to be a Halloween-themed performance.,8.1015625,No
l4_6NqA_dt4,00:03:41.988,00:03:56.403,The video clip shows a cute cartoon character wearing a pink dress and holding a picture frame. The character is smiling and appears to be happy.,8.1015625,No
BQG9kUe-R18,00:01:10.720,00:01:12.960,The video clip shows a man dressed in a suit and bow tie performing a dance in front of a body of water. He is wearing a fedora hat and appears to be having a good time.,8.1015625,No
OCw0pWamVD8,00:01:09.967,00:01:17.167,The video clip shows a man wearing a suit and tie walking down the street while holding a cup of coffee. He is also wearing a cap and appears to be a professional soccer player.,8.1015625,No
95iqVa4Txi0,00:05:24.525,00:05:25.025,The video clip shows a group of people carrying a large cake on their shoulders in a parade. The cake is decorated with flowers and is being carried through a busy street. The people in the parade are dressed in colorful costumes and are waving to the crowd.,8.1015625,Yes
qDVW81bXo0s,00:04:55.529,00:04:56.029,The video clip shows a group of people dancing in a field. They appear to be having a good time and enjoying each other's company. The dancers are wearing colorful clothing and seem to be having a lot of fun.,8.1015625,Yes
4PTsEjSEnhA,00:02:30.275,00:02:31.526,The video clip shows a group of people dancing in a parking lot. They are dressed in colorful costumes and seem to be having a lot of fun. It appears to be a lively and energetic performance.,8.1015625,Yes
KA9zDfYio6c,00:01:11.363,00:01:12.281,The video clip shows a man riding a skateboard on a ramp. He is wearing a blue shirt and appears to be enjoying his time on the ramp. There are other people in the background who are also skateboarding.,8.1015625,No
ddW4dZ7THRg,00:02:35.280,00:02:37.600,The video clip shows a group of people dressed in colorful costumes dancing together in a festive atmosphere. The dancers appear to be having a lot of fun and enjoying themselves.,8.1015625,Yes
0KSOMA3QBU0,00:02:13.800,00:02:15.135,The video clip shows a group of people dressed in colorful costumes and performing a dance. They are dressed in traditional African clothing and are performing a tribal dance. The dancers seem to be having a lot of fun and energy as they move to the beat of the music.,8.1015625,Yes
